[addition] 7 + 59 | 66
[copying] XQRFMT | XQRFMTXQRFMT
[copying] UKB | UKBUKB
[copying] JBLC | JBLCJBLC
[reversing] 4 3 3 3 3 3 7 8 7 | 7 8 7 3 3 3 3 3 4
[sorting] 3 7 0 0 1 1 7 | 0 0 1 1 3 7 7
[copying] ID | IDIDIDID
[sorting] 2 6 7 6 8 2 7 4 4 8 0 3 | 0 2 2 3 4 4 6 6 7 7 8 8
[copying] VGT | VGTVGTVGTVGT
[addition] 2 + 485 | 487
[relations] E522 is parent of E752. E752 is parent of E980. Who is the ancestor 2 of E980? | E522
[copying] BY | BYBY
[copying] QP | QPQPQPQP
[reversing] 9 3 2 3 3 3 0 0 | 0 0 3 3 3 2 3 9
[copying] SBMWW | SBMWWSBMWWSBMWWSBMWW
[reversing] 2 2 8 6 5 0 7 7 2 8 8 | 8 8 2 7 7 0 5 6 8 2 2
[addition] 8 + 5 | 13
[sorting] 1 7 4 7 4 2 6 | 1 2 4 4 6 7 7
[addition] 752 + 7 | 759
[reversing] 5 0 6 8 | 8 6 0 5
[sorting] 1 0 3 9 8 2 2 0 | 0 0 1 2 2 3 8 9
[addition] 2 + 0 | 2
[copying] DEEVXY | DEEVXYDEEVXY
[reversing] 2 2 8 6 5 0 7 7 2 8 8 | 8 8 2 7 7 0 5 6 8 2 2
[addition] 9 + 5 | 14
[copying] NYXQGH | NYXQGHNYXQGHNYXQGH
[copying] XR | XRXRXR
[reversing] 8 2 9 3 4 9 | 9 4 3 9 2 8
[relations] E361 is parent of E512. Who is the ancestor 1 of E512? | E361
[copying] CPGQ | CPGQCPGQCPGQ
[reversing] 9 4 1 9 4 0 2 0 7 0 | 0 7 0 2 0 4 9 1 4 9
[addition] 772 + 0 | 772
[sorting] 3 8 1 8 4 6 7 4 7 5 1 | 1 1 3 4 4 5 6 7 7 8 8
[reversing] 0 6 2 7 4 1 | 1 4 7 2 6 0
[reversing] 5 2 3 | 3 2 5
[relations] E112 is parent of E780. Who is the ancestor 1 of E780? | E112
[reversing] 0 5 4 1 9 7 6 1 4 9 | 9 4 1 6 7 9 1 4 5 0
[relations] E474 is parent of E530. Who is the ancestor 1 of E530? | E474
[reversing] 4 0 2 2 6 | 6 2 2 0 4
[copying] VF | VFVFVF
[reversing] 7 7 6 7 8 5 3 9 | 9 3 5 8 7 6 7 7
[relations] E665 is parent of E570. E570 is parent of E32. Who is the ancestor 2 of E32? | E665
[reversing] 9 2 0 6 0 0 2 0 4 2 6 | 6 2 4 0 2 0 0 6 0 2 9
[relations] E854 is parent of E921. E921 is parent of E43. Who is the ancestor 2 of E43? | E854
[relations] E154 is parent of E827. E827 is parent of E756. Who is the ancestor 2 of E756? | E154
[addition] 10 + 9 | 19
[sorting] 2 9 1 6 0 7 9 6 1 7 5 | 0 1 1 2 5 6 6 7 7 9 9
[addition] 96 + 2 | 98
[sorting] 9 5 3 3 8 3 0 | 0 3 3 3 5 8 9
[relations] E79 is parent of E819. Who is the ancestor 1 of E819? | E79
[addition] 372 + 2 | 374
[relations] E188 is parent of E373. E373 is parent of E982. Who is the ancestor 2 of E982? | E188
[sorting] 5 4 3 6 6 8 1 2 5 | 1 2 3 4 5 5 6 6 8
[addition] 794 + 0 | 794
[addition] 772 + 0 | 772
[sorting] 9 3 9 7 9 2 | 2 3 7 9 9 9
[addition] 1 + 12 | 13
[reversing] 1 8 2 6 3 4 6 2 | 2 6 4 3 6 2 8 1
[addition] 4 + 872 | 876
[relations] E115 is parent of E432. Who is the ancestor 1 of E432? | E115
[sorting] 8 9 1 1 3 4 8 | 1 1 3 4 8 8 9
[reversing] 8 0 3 6 | 6 3 0 8
[addition] 1 + 957 | 958
[addition] 6 + 50 | 56
[addition] 7 + 4 | 11
[sorting] 9 7 8 4 3 0 9 8 6 | 0 3 4 6 7 8 8 9 9
[relations] E238 is parent of E533. E533 is parent of E610. Who is the ancestor 2 of E610? | E238
[sorting] 6 2 4 5 8 6 3 1 5 5 5 | 1 2 3 4 5 5 5 5 6 6 8
[reversing] 8 6 1 4 4 1 4 | 4 1 4 4 1 6 8
[copying] DWXMTJ | DWXMTJDWXMTJDWXMTJDWXMTJ
[relations] E621 is parent of E410. E410 is parent of E71. Who is the ancestor 2 of E71? | E621
[relations] E794 is parent of E359. Who is the ancestor 1 of E359? | E794
[addition] 236 + 518 | 754
[sorting] 7 1 3 1 2 9 8 1 5 3 3 | 1 1 1 2 3 3 3 5 7 8 9
[relations] E349 is parent of E120. E120 is parent of E36. Who is the ancestor 2 of E36? | E349
[copying] PWEKME | PWEKMEPWEKMEPWEKME
[addition] 5 + 68 | 73
[relations] E921 is parent of E190. E190 is parent of E553. Who is the ancestor 2 of E553? | E921
[copying] USWV | USWVUSWVUSWV
[relations] E802 is parent of E302. E302 is parent of E839. Who is the ancestor 2 of E839? | E802
[sorting] 3 9 6 9 | 3 6 9 9
[relations] E399 is parent of E715. Who is the ancestor 1 of E715? | E399
[copying] DYNMVX | DYNMVXDYNMVX
[reversing] 1 2 1 | 1 2 1
[copying] SWS | SWSSWSSWSSWS
[addition] 5 + 0 | 5
[copying] XFNHUL | XFNHULXFNHULXFNHUL
[relations] E254 is parent of E567. Who is the ancestor 1 of E567? | E254
[reversing] 9 6 9 4 6 5 6 | 6 5 6 4 9 6 9
[reversing] 0 2 5 2 7 8 | 8 7 2 5 2 0
[sorting] 3 0 0 1 1 | 0 0 1 1 3
[sorting] 0 2 1 7 5 7 4 9 6 1 6 | 0 1 1 2 4 5 6 6 7 7 9
[relations] E280 is parent of E130. Who is the ancestor 1 of E130? | E280
[addition] 66 + 4 | 70
[reversing] 8 6 9 6 5 9 8 9 6 7 3 7 | 7 3 7 6 9 8 9 5 6 9 6 8
[addition] 7 + 1 | 8
[relations] E924 is parent of E723. Who is the ancestor 1 of E723? | E924
[sorting] 0 0 5 1 3 9 7 | 0 0 1 3 5 7 9
[sorting] 3 4 4 9 7 9 8 5 9 4 2 | 2 3 4 4 4 5 7 8 9 9 9
[copying] AH | AHAHAHAH
[addition] 236 + 779 | 1015
[reversing] 4 0 2 1 7 | 7 1 2 0 4
[relations] E382 is parent of E562. Who is the ancestor 1 of E562? | E382
[reversing] 9 9 3 5 5 9 2 | 2 9 5 5 3 9 9
[addition] 807 + 33 | 840
[sorting] 2 1 4 7 8 8 | 1 2 4 7 8 8
[relations] E912 is parent of E6. E6 is parent of E325. Who is the ancestor 2 of E325? | E912
[addition] 52 + 56 | 108
[sorting] 0 5 3 1 | 0 1 3 5
[copying] HV | HVHV
[copying] ZYVZJC | ZYVZJCZYVZJCZYVZJCZYVZJC
[sorting] 8 6 5 2 7 6 6 1 3 0 | 0 1 2 3 5 6 6 6 7 8
[relations] E385 is parent of E220. E220 is parent of E643. Who is the ancestor 2 of E643? | E385
[sorting] 9 5 3 2 0 6 4 8 3 2 | 0 2 2 3 3 4 5 6 8 9
[addition] 6 + 4 | 10
[relations] E870 is parent of E28. Who is the ancestor 1 of E28? | E870
[copying] TN | TNTNTNTN
[relations] E174 is parent of E640. Who is the ancestor 1 of E640? | E174
[addition] 899 + 9 | 908
[copying] PWEKME | PWEKMEPWEKMEPWEKME
[addition] 6 + 7 | 13
[sorting] 0 5 8 7 3 7 | 0 3 5 7 7 8
[reversing] 8 6 5 2 2 5 5 9 0 8 | 8 0 9 5 5 2 2 5 6 8
[sorting] 8 6 4 6 5 1 2 6 5 | 1 2 4 5 5 6 6 6 8
[sorting] 2 6 2 1 4 7 9 | 1 2 2 4 6 7 9
[reversing] 5 2 9 5 | 5 9 2 5
[copying] KM | KMKMKMKM
[reversing] 6 4 7 5 3 1 6 3 0 | 0 3 6 1 3 5 7 4 6
[addition] 198 + 423 | 621
[copying] IT | ITITITIT
[reversing] 3 4 3 | 3 4 3
[addition] 27 + 85 | 112
[reversing] 2 9 4 9 4 2 6 9 5 3 | 3 5 9 6 2 4 9 4 9 2
[sorting] 7 1 0 2 4 7 4 9 8 | 0 1 2 4 4 7 7 8 9
[copying] LHIDVV | LHIDVVLHIDVV
[copying] FUGMIL | FUGMILFUGMILFUGMIL
[addition] 826 + 0 | 826
[copying] JUSHF | JUSHFJUSHFJUSHF
[copying] JHVR | JHVRJHVR
[sorting] 7 2 5 3 8 9 6 3 | 2 3 3 5 6 7 8 9
[sorting] 0 1 6 8 2 | 0 1 2 6 8
[copying] ONANCC | ONANCCONANCCONANCC
[reversing] 1 0 8 7 9 6 3 7 8 | 8 7 3 6 9 7 8 0 1
[relations] E634 is parent of E101. Who is the ancestor 1 of E101? | E634
[copying] DMAOND | DMAONDDMAOND
[copying] VBTIM | VBTIMVBTIM
[reversing] 4 0 2 1 7 | 7 1 2 0 4
[copying] EGUZFN | EGUZFNEGUZFNEGUZFNEGUZFN
[relations] E413 is parent of E301. Who is the ancestor 1 of E301? | E413
[reversing] 0 3 0 7 | 7 0 3 0
[addition] 96 + 2 | 98
[reversing] 0 7 2 5 5 0 8 | 8 0 5 5 2 7 0
[sorting] 1 5 9 2 2 4 1 3 0 5 0 | 0 0 1 1 2 2 3 4 5 5 9
[relations] E297 is parent of E223. Who is the ancestor 1 of E223? | E297
[addition] 647 + 63 | 710
[relations] E472 is parent of E900. Who is the ancestor 1 of E900? | E472
[relations] E574 is parent of E596. Who is the ancestor 1 of E596? | E574
[relations] E715 is parent of E820. E820 is parent of E205. Who is the ancestor 2 of E205? | E715
[sorting] 0 5 5 6 9 2 9 9 0 3 5 | 0 0 2 3 5 5 5 6 9 9 9
[reversing] 6 7 9 2 8 4 8 9 | 9 8 4 8 2 9 7 6
[addition] 2 + 773 | 775
[relations] E586 is parent of E868. Who is the ancestor 1 of E868? | E586
[addition] 39 + 440 | 479
[reversing] 4 5 1 2 7 9 | 9 7 2 1 5 4
[reversing] 8 6 1 2 0 2 7 7 6 5 | 5 6 7 7 2 0 2 1 6 8
[relations] E83 is parent of E841. E841 is parent of E552. Who is the ancestor 2 of E552? | E83
[copying] NQXGFZ | NQXGFZNQXGFZNQXGFZNQXGFZ
[reversing] 1 7 5 2 9 8 6 9 7 0 | 0 7 9 6 8 9 2 5 7 1
[copying] URAEL | URAELURAEL
[addition] 1 + 42 | 43
[relations] E571 is parent of E510. E510 is parent of E207. Who is the ancestor 2 of E207? | E571
[reversing] 1 4 0 7 2 8 3 8 | 8 3 8 2 7 0 4 1
[reversing] 6 0 0 6 | 6 0 0 6
[reversing] 0 1 2 0 2 1 9 2 | 2 9 1 2 0 2 1 0
[sorting] 0 3 0 0 4 6 5 6 8 5 6 | 0 0 0 3 4 5 5 6 6 6 8
[addition] 3 + 4 | 7
[copying] FR | FRFRFR
[copying] JHVR | JHVRJHVR
[sorting] 2 2 2 9 1 0 0 0 6 8 4 2 | 0 0 0 1 2 2 2 2 4 6 8 9
[addition] 899 + 581 | 1480
[addition] 0 + 9 | 9
[addition] 8 + 1 | 9
[reversing] 5 1 8 6 8 1 7 9 | 9 7 1 8 6 8 1 5
[sorting] 5 3 4 4 2 | 2 3 4 4 5
[addition] 6 + 3 | 9
[copying] FHRL | FHRLFHRLFHRLFHRL
[sorting] 6 0 3 1 | 0 1 3 6
[sorting] 3 1 7 6 0 | 0 1 3 6 7
[relations] E208 is parent of E27. E27 is parent of E565. Who is the ancestor 2 of E565? | E208
[relations] E893 is parent of E634. Who is the ancestor 1 of E634? | E893
[addition] 5 + 66 | 71
[sorting] 9 3 0 9 0 0 2 2 8 9 | 0 0 0 2 2 3 8 9 9 9
[reversing] 4 8 4 0 | 0 4 8 4
[reversing] 3 8 0 1 8 2 5 9 | 9 5 2 8 1 0 8 3
[reversing] 2 8 2 1 9 3 8 0 1 7 0 | 0 7 1 0 8 3 9 1 2 8 2
[reversing] 6 4 8 1 | 1 8 4 6
[sorting] 8 1 2 3 | 1 2 3 8
[relations] E129 is parent of E396. E396 is parent of E666. Who is the ancestor 2 of E666? | E129
[copying] LGMFC | LGMFCLGMFCLGMFC
[reversing] 1 3 6 7 0 2 1 8 6 | 6 8 1 2 0 7 6 3 1
[relations] E677 is parent of E229. E229 is parent of E83. Who is the ancestor 2 of E83? | E677
[addition] 13 + 32 | 45
[relations] E404 is parent of E217. Who is the ancestor 1 of E217? | E404
[copying] SXL | SXLSXLSXLSXL
[sorting] 9 4 2 4 3 9 8 0 2 | 0 2 2 3 4 4 8 9 9
[sorting] 1 8 9 8 7 6 8 9 | 1 6 7 8 8 8 9 9
[addition] 7 + 2 | 9
[relations] E584 is parent of E290. Who is the ancestor 1 of E290? | E584
[relations] E120 is parent of E355. Who is the ancestor 1 of E355? | E120
[addition] 3 + 0 | 3
[relations] E961 is parent of E39. E39 is parent of E835. Who is the ancestor 2 of E835? | E961
[sorting] 5 3 9 7 5 7 2 6 0 0 9 | 0 0 2 3 5 5 6 7 7 9 9
[addition] 733 + 77 | 810
[reversing] 9 5 1 3 0 3 | 3 0 3 1 5 9
[copying] KG | KGKG
[copying] HJO | HJOHJO
[reversing] 3 8 3 | 3 8 3
[copying] COQPIQ | COQPIQCOQPIQCOQPIQ
[addition] 448 + 1 | 449
[addition] 45 + 0 | 45
[sorting] 5 5 7 7 6 4 7 7 1 7 3 8 | 1 3 4 5 5 6 7 7 7 7 7 8
[copying] LRR | LRRLRRLRR
[relations] E627 is parent of E226. Who is the ancestor 1 of E226? | E627
[copying] LJYG | LJYGLJYGLJYG
[sorting] 9 3 0 7 6 2 | 0 2 3 6 7 9
[copying] BGNQ | BGNQBGNQBGNQ
[addition] 715 + 855 | 1570
[copying] GEX | GEXGEXGEX
[sorting] 3 5 5 8 6 5 8 6 6 1 8 | 1 3 5 5 5 6 6 6 8 8 8
[sorting] 3 1 7 9 0 6 0 9 4 | 0 0 1 3 4 6 7 9 9
[copying] INDJ | INDJINDJ
[relations] E929 is parent of E523. Who is the ancestor 1 of E523? | E929
[sorting] 2 3 2 8 4 8 0 0 1 8 | 0 0 1 2 2 3 4 8 8 8
[copying] OMJ | OMJOMJOMJOMJ
[relations] E277 is parent of E708. Who is the ancestor 1 of E708? | E277
[reversing] 3 5 2 7 2 3 9 7 3 2 | 2 3 7 9 3 2 7 2 5 3
[addition] 4 + 872 | 876
[relations] E896 is parent of E101. Who is the ancestor 1 of E101? | E896
[sorting] 8 1 6 6 7 2 1 1 6 1 7 | 1 1 1 1 2 6 6 6 7 7 8
[reversing] 9 8 9 5 7 0 5 | 5 0 7 5 9 8 9
[addition] 67 + 1 | 68
[reversing] 1 1 1 0 0 | 0 0 1 1 1
[reversing] 9 0 3 5 9 8 3 9 | 9 3 8 9 5 3 0 9
[addition] 195 + 0 | 195
[sorting] 3 8 0 4 9 2 8 6 6 4 | 0 2 3 4 4 6 6 8 8 9
[sorting] 1 3 0 1 0 0 8 5 7 3 0 8 | 0 0 0 0 1 1 3 3 5 7 8 8
[relations] E16 is parent of E902. Who is the ancestor 1 of E902? | E16
[sorting] 1 6 9 4 4 3 3 7 | 1 3 3 4 4 6 7 9
[relations] E611 is parent of E569. E569 is parent of E982. Who is the ancestor 2 of E982? | E611
[copying] HROM | HROMHROM
[addition] 7 + 35 | 42
[sorting] 1 4 8 7 7 | 1 4 7 7 8
[relations] E500 is parent of E722. E722 is parent of E762. Who is the ancestor 2 of E762? | E500
[copying] RP | RPRP
[relations] E405 is parent of E5. Who is the ancestor 1 of E5? | E405
[relations] E502 is parent of E197. Who is the ancestor 1 of E197? | E502
[sorting] 8 8 7 0 4 9 9 6 8 | 0 4 6 7 8 8 8 9 9
[sorting] 7 7 4 7 5 2 7 9 | 2 4 5 7 7 7 7 9
[relations] E393 is parent of E827. Who is the ancestor 1 of E827? | E393
[sorting] 5 4 2 0 | 0 2 4 5
[reversing] 4 5 7 3 2 4 | 4 2 3 7 5 4
[copying] DATDD | DATDDDATDDDATDDDATDD
[copying] QJQCGD | QJQCGDQJQCGD
[copying] PLB | PLBPLBPLB
[relations] E462 is parent of E253. E253 is parent of E683. Who is the ancestor 2 of E683? | E462
[relations] E42 is parent of E484. E484 is parent of E839. Who is the ancestor 2 of E839? | E42
[copying] AWCRG | AWCRGAWCRG
[addition] 3 + 73 | 76
[copying] DTXSFY | DTXSFYDTXSFYDTXSFY
[addition] 4 + 824 | 828
[addition] 3 + 0 | 3
[sorting] 8 7 8 5 7 5 0 | 0 5 5 7 7 8 8
[addition] 47 + 59 | 106
[reversing] 3 7 2 7 2 6 4 4 8 7 | 7 8 4 4 6 2 7 2 7 3
[sorting] 5 1 4 5 3 0 6 | 0 1 3 4 5 5 6
[addition] 9 + 2 | 11
[copying] RIWCP | RIWCPRIWCPRIWCP
[addition] 5 + 438 | 443
[sorting] 7 2 5 7 3 5 5 2 7 6 4 4 | 2 2 3 4 4 5 5 5 6 7 7 7
[sorting] 1 5 9 2 2 4 1 3 0 5 0 | 0 0 1 1 2 2 3 4 5 5 9
[sorting] 4 0 1 3 0 6 6 6 7 | 0 0 1 3 4 6 6 6 7
[addition] 5 + 5 | 10
[relations] E287 is parent of E62. E62 is parent of E791. Who is the ancestor 2 of E791? | E287
[reversing] 6 9 3 3 5 0 3 6 9 2 | 2 9 6 3 0 5 3 3 9 6
[relations] E143 is parent of E226. Who is the ancestor 1 of E226? | E143
[addition] 934 + 1 | 935
[addition] 7 + 59 | 66
[relations] E884 is parent of E266. E266 is parent of E698. Who is the ancestor 2 of E698? | E884
[copying] XOC | XOCXOCXOCXOC
[sorting] 8 8 5 7 5 5 | 5 5 5 7 8 8
[copying] ORVR | ORVRORVR
[addition] 714 + 42 | 756
[sorting] 7 5 7 5 1 6 9 3 9 | 1 3 5 5 6 7 7 9 9
[reversing] 5 1 2 2 | 2 2 1 5
[sorting] 3 4 0 7 3 | 0 3 3 4 7
[copying] GZ | GZGZGZ
[sorting] 9 6 0 4 2 9 9 1 9 9 6 | 0 1 2 4 6 6 9 9 9 9 9
[reversing] 0 8 0 1 3 5 9 3 5 | 5 3 9 5 3 1 0 8 0
[copying] IAFKRI | IAFKRIIAFKRI
[sorting] 3 1 9 6 | 1 3 6 9
[reversing] 6 7 7 6 0 9 | 9 0 6 7 7 6
[copying] KSEX | KSEXKSEXKSEX
[relations] E363 is parent of E975. Who is the ancestor 1 of E975? | E363
[copying] BHISER | BHISERBHISER
[addition] 1 + 5 | 6
[addition] 6 + 77 | 83
[copying] MT | MTMT
[copying] WRS | WRSWRSWRS
[sorting] 3 4 3 3 0 2 4 4 2 0 0 8 | 0 0 0 2 2 3 3 3 4 4 4 8
[addition] 61 + 1 | 62
[sorting] 5 4 9 4 8 6 1 8 4 0 | 0 1 4 4 4 5 6 8 8 9
[sorting] 8 4 4 8 1 9 3 1 | 1 1 3 4 4 8 8 9
[addition] 65 + 870 | 935
[relations] E686 is parent of E255. E255 is parent of E438. Who is the ancestor 2 of E438? | E686
[reversing] 4 5 1 8 6 1 0 4 1 6 6 | 6 6 1 4 0 1 6 8 1 5 4
[reversing] 8 5 6 8 4 3 8 6 8 1 9 | 9 1 8 6 8 3 4 8 6 5 8
[addition] 8 + 0 | 8
[copying] MGL | MGLMGLMGLMGL
[sorting] 9 2 4 8 1 9 4 8 3 | 1 2 3 4 4 8 8 9 9
[relations] E655 is parent of E413. E413 is parent of E742. Who is the ancestor 2 of E742? | E655
[sorting] 1 6 9 4 4 3 3 7 | 1 3 3 4 4 6 7 9
[addition] 80 + 692 | 772
[sorting] 2 6 7 7 | 2 6 7 7
[sorting] 0 5 8 7 3 7 | 0 3 5 7 7 8
[reversing] 6 7 2 | 2 7 6
[sorting] 1 6 2 1 5 | 1 1 2 5 6
[sorting] 2 3 9 2 9 0 0 4 3 | 0 0 2 2 3 3 4 9 9
[addition] 2 + 1 | 3
[sorting] 4 9 0 7 4 8 1 8 6 2 2 | 0 1 2 2 4 4 6 7 8 8 9
[sorting] 6 3 5 4 1 9 8 3 6 9 0 6 | 0 1 3 3 4 5 6 6 6 8 9 9
[addition] 7 + 4 | 11
[addition] 3 + 756 | 759
[reversing] 3 0 3 1 1 | 1 1 3 0 3
[reversing] 1 4 9 2 4 | 4 2 9 4 1
[reversing] 1 0 3 5 4 2 5 | 5 2 4 5 3 0 1
[relations] E220 is parent of E985. E985 is parent of E462. Who is the ancestor 2 of E462? | E220
[sorting] 6 3 7 3 1 8 2 7 3 8 9 | 1 2 3 3 3 6 7 7 8 8 9
[addition] 0 + 5 | 5
[copying] HIAZER | HIAZERHIAZER
[copying] DVSSEW | DVSSEWDVSSEW
[relations] E278 is parent of E680. E680 is parent of E246. Who is the ancestor 2 of E246? | E278
[reversing] 0 7 2 1 3 4 4 3 9 8 | 8 9 3 4 4 3 1 2 7 0
[addition] 24 + 5 | 29
[copying] XTVGJN | XTVGJNXTVGJNXTVGJNXTVGJN
[copying] QJUA | QJUAQJUAQJUA
[sorting] 9 7 0 4 5 5 1 8 | 0 1 4 5 5 7 8 9
[addition] 2 + 66 | 68
[sorting] 5 1 4 5 3 0 6 | 0 1 3 4 5 5 6
[sorting] 1 5 0 1 9 8 2 6 4 0 | 0 0 1 1 2 4 5 6 8 9
[addition] 6 + 0 | 6
[reversing] 0 2 5 2 2 9 0 4 1 4 3 7 | 7 3 4 1 4 0 9 2 2 5 2 0
[reversing] 6 2 0 8 3 8 7 7 2 | 2 7 7 8 3 8 0 2 6
[relations] E707 is parent of E459. E459 is parent of E838. Who is the ancestor 2 of E838? | E707
[copying] MPZ | MPZMPZMPZ
[copying] QHPSAC | QHPSACQHPSAC
[reversing] 4 3 7 1 5 8 3 7 1 | 1 7 3 8 5 1 7 3 4
[reversing] 1 7 1 1 2 8 5 | 5 8 2 1 1 7 1
[relations] E386 is parent of E568. Who is the ancestor 1 of E568? | E386
[relations] E892 is parent of E741. E741 is parent of E632. Who is the ancestor 2 of E632? | E892
[sorting] 7 5 2 8 3 9 5 1 7 2 1 | 1 1 2 2 3 5 5 7 7 8 9
[relations] E277 is parent of E564. E564 is parent of E760. Who is the ancestor 2 of E760? | E277
[copying] XUZRUE | XUZRUEXUZRUE
[addition] 26 + 6 | 32
[reversing] 0 5 2 5 0 9 1 5 8 3 3 0 | 0 3 3 8 5 1 9 0 5 2 5 0
[copying] DSIAZG | DSIAZGDSIAZG
[relations] E212 is parent of E570. E570 is parent of E605. Who is the ancestor 2 of E605? | E212
[addition] 24 + 276 | 300
[reversing] 8 4 6 2 3 6 4 | 4 6 3 2 6 4 8
[sorting] 5 3 3 1 8 2 1 9 | 1 1 2 3 3 5 8 9
[addition] 401 + 148 | 549
[copying] DVPT | DVPTDVPTDVPT
[relations] E101 is parent of E789. E789 is parent of E641. Who is the ancestor 2 of E641? | E101
[addition] 3 + 27 | 30
[relations] E702 is parent of E663. Who is the ancestor 1 of E663? | E702
[relations] E960 is parent of E30. Who is the ancestor 1 of E30? | E960
[copying] RFMA | RFMARFMARFMARFMA
[addition] 69 + 8 | 77
[sorting] 1 7 7 8 7 7 | 1 7 7 7 7 8
[copying] IWKHVX | IWKHVXIWKHVX
[addition] 89 + 14 | 103
[reversing] 9 5 9 9 9 3 9 | 9 3 9 9 9 5 9
[relations] E349 is parent of E120. E120 is parent of E36. Who is the ancestor 2 of E36? | E349
[relations] E189 is parent of E201. Who is the ancestor 1 of E201? | E189
[sorting] 5 4 6 1 7 7 | 1 4 5 6 7 7
[sorting] 9 9 7 1 7 9 | 1 7 7 9 9 9
[relations] E254 is parent of E567. Who is the ancestor 1 of E567? | E254
[relations] E617 is parent of E137. Who is the ancestor 1 of E137? | E617
[reversing] 8 3 2 | 2 3 8
[reversing] 0 2 3 | 3 2 0
[sorting] 3 4 0 7 3 | 0 3 3 4 7
[reversing] 6 4 8 5 5 4 9 4 2 6 | 6 2 4 9 4 5 5 8 4 6
[relations] E279 is parent of E195. E195 is parent of E207. Who is the ancestor 2 of E207? | E279
[reversing] 8 8 8 7 6 5 0 8 9 | 9 8 0 5 6 7 8 8 8
[reversing] 0 9 5 | 5 9 0
[addition] 8 + 7 | 15
[sorting] 4 8 6 4 0 7 2 0 | 0 0 2 4 4 6 7 8
[sorting] 4 8 9 2 0 9 0 0 | 0 0 0 2 4 8 9 9
[addition] 357 + 76 | 433
[sorting] 3 8 3 3 9 | 3 3 3 8 9
[addition] 4 + 71 | 75
[relations] E797 is parent of E895. Who is the ancestor 1 of E895? | E797
[relations] E353 is parent of E920. Who is the ancestor 1 of E920? | E353
[sorting] 0 1 3 9 1 7 1 2 8 3 | 0 1 1 1 2 3 3 7 8 9
[addition] 6 + 150 | 156
[copying] ZOHC | ZOHCZOHCZOHCZOHC
[reversing] 4 4 8 | 8 4 4
[relations] E479 is parent of E697. E697 is parent of E689. Who is the ancestor 2 of E689? | E479
[addition] 7 + 140 | 147
[reversing] 9 3 9 3 5 9 6 1 | 1 6 9 5 3 9 3 9
[reversing] 3 2 3 7 9 0 2 5 | 5 2 0 9 7 3 2 3
[relations] E797 is parent of E895. Who is the ancestor 1 of E895? | E797
[copying] ENAIJ | ENAIJENAIJENAIJ
[reversing] 8 1 6 6 0 | 0 6 6 1 8
[relations] E36 is parent of E727. Who is the ancestor 1 of E727? | E36
[addition] 1 + 8 | 9
[addition] 2 + 9 | 11
[relations] E292 is parent of E362. Who is the ancestor 1 of E362? | E292
[addition] 7 + 2 | 9
[relations] E969 is parent of E457. E457 is parent of E639. Who is the ancestor 2 of E639? | E969
[sorting] 8 1 8 2 1 | 1 1 2 8 8
[addition] 33 + 685 | 718
[addition] 2 + 4 | 6
[copying] OTU | OTUOTUOTU
[relations] E764 is parent of E227. Who is the ancestor 1 of E227? | E764
[addition] 26 + 17 | 43
[sorting] 8 1 2 3 | 1 2 3 8
[addition] 7 + 1 | 8
[relations] E496 is parent of E590. E590 is parent of E969. Who is the ancestor 2 of E969? | E496
[copying] NR | NRNRNRNR
[copying] OYNZG | OYNZGOYNZGOYNZGOYNZG
[sorting] 8 3 4 1 | 1 3 4 8
[relations] E571 is parent of E510. E510 is parent of E207. Who is the ancestor 2 of E207? | E571
[reversing] 4 0 2 2 6 | 6 2 2 0 4
[reversing] 0 5 9 9 0 | 0 9 9 5 0
[reversing] 8 3 4 6 9 5 1 9 1 7 | 7 1 9 1 5 9 6 4 3 8
[reversing] 8 1 8 6 3 6 5 | 5 6 3 6 8 1 8
[copying] GZ | GZGZGZ
[copying] JBVBC | JBVBCJBVBCJBVBCJBVBC
[relations] E500 is parent of E722. E722 is parent of E762. Who is the ancestor 2 of E762? | E500
[addition] 596 + 30 | 626
[copying] SKZVPH | SKZVPHSKZVPHSKZVPHSKZVPH
[copying] JID | JIDJID
[relations] E255 is parent of E725. E725 is parent of E759. Who is the ancestor 2 of E759? | E255
[reversing] 8 6 8 9 2 1 2 4 | 4 2 1 2 9 8 6 8
[sorting] 2 7 9 9 2 4 0 1 | 0 1 2 2 4 7 9 9
[sorting] 7 9 1 9 7 5 3 3 8 8 5 9 | 1 3 3 5 5 7 7 8 8 9 9 9
[addition] 26 + 6 | 32
[addition] 4 + 657 | 661
[addition] 6 + 1 | 7
[relations] E162 is parent of E629. Who is the ancestor 1 of E629? | E162
[reversing] 5 7 8 1 8 8 1 2 7 7 6 | 6 7 7 2 1 8 8 1 8 7 5
[reversing] 8 1 9 5 1 1 3 7 | 7 3 1 1 5 9 1 8
[sorting] 7 1 4 8 0 7 | 0 1 4 7 7 8
[addition] 448 + 1 | 449
[addition] 760 + 84 | 844
[addition] 1 + 70 | 71
[relations] E839 is parent of E344. Who is the ancestor 1 of E344? | E839
[sorting] 0 7 3 5 0 1 8 3 7 | 0 0 1 3 3 5 7 7 8
[reversing] 0 9 6 0 0 0 6 9 | 9 6 0 0 0 6 9 0
[relations] E885 is parent of E155. Who is the ancestor 1 of E155? | E885
[reversing] 2 9 6 9 7 9 1 1 3 5 6 | 6 5 3 1 1 9 7 9 6 9 2
[copying] JFYRP | JFYRPJFYRP
