[addition] 22468 + 38614 | 61082
[copying] VTFYH | VTFYHVTFYH
[relations] E688 is parent of E387. E387 is parent of E153. Who is the ancestor 2 of E153? | E688
[sorting] 2 3 4 4 0 6 5 5 3 0 0 | 0 0 0 2 3 3 4 4 5 5 6
[copying] TQGRM | TQGRMTQGRMTQGRM
[copying] SFPWIF | SFPWIFSFPWIFSFPWIFSFPWIF
[relations] E787 is parent of E415. Who is the ancestor 1 of E415? | E787
[copying] IUN | IUNIUNIUNIUN
[reversing] 0 3 7 2 6 8 | 8 6 2 7 3 0
[relations] E619 is parent of E375. E375 is parent of E67. Who is the ancestor 2 of E67? | E619
[copying] NFFS | NFFSNFFSNFFS
[copying] LTRT | LTRTLTRTLTRT
[copying] NKMSZ | NKMSZNKMSZNKMSZ
[sorting] 0 1 3 4 5 | 0 1 3 4 5
[addition] 826 + 33 | 859
[copying] PS | PSPS
[sorting] 9 8 7 2 0 3 0 5 9 | 0 0 2 3 5 7 8 9 9
[sorting] 1 9 1 1 5 4 1 4 3 2 | 1 1 1 1 2 3 4 4 5 9
[reversing] 7 8 4 2 6 6 3 | 3 6 6 2 4 8 7
[addition] 640 + 9 | 649
[addition] 49 + 99 | 148
[sorting] 7 6 4 6 3 3 | 3 3 4 6 6 7
[relations] E790 is parent of E864. E864 is parent of E185. Who is the ancestor 2 of E185? | E790
[relations] E797 is parent of E537. Who is the ancestor 1 of E537? | E797
[copying] UEKBU | UEKBUUEKBU
[reversing] 8 5 0 4 0 | 0 4 0 5 8
[addition] 811 + 94 | 905
[relations] E719 is parent of E387. Who is the ancestor 1 of E387? | E719
[reversing] 1 9 2 9 6 3 8 7 2 8 8 | 8 8 2 7 8 3 6 9 2 9 1
[sorting] 5 8 0 0 0 2 7 | 0 0 0 2 5 7 8
[sorting] 0 6 3 8 3 3 0 1 | 0 0 1 3 3 3 6 8
[relations] E169 is parent of E770. E770 is parent of E265. Who is the ancestor 2 of E265? | E169
[sorting] 1 5 5 0 | 0 1 5 5
[addition] 620 + 502 | 1122
[copying] GKJ | GKJGKJGKJ
[reversing] 4 1 3 6 | 6 3 1 4
[copying] MLRRR | MLRRRMLRRR
[sorting] 5 0 6 5 1 2 1 0 | 0 0 1 1 2 5 5 6
[sorting] 1 6 1 8 2 2 4 4 0 8 2 8 | 0 1 1 2 2 2 4 4 6 8 8 8
[copying] UZM | UZMUZM
[relations] E205 is parent of E390. E390 is parent of E920. Who is the ancestor 2 of E920? | E205
[sorting] 4 3 1 9 0 1 6 7 6 4 8 5 | 0 1 1 3 4 4 5 6 6 7 8 9
[relations] E62 is parent of E770. Who is the ancestor 1 of E770? | E62
[relations] E547 is parent of E73. Who is the ancestor 1 of E73? | E547
[relations] E202 is parent of E710. E710 is parent of E660. Who is the ancestor 2 of E660? | E202
[copying] FALQQG | FALQQGFALQQGFALQQGFALQQG
[reversing] 6 4 3 0 7 | 7 0 3 4 6
[copying] MV | MVMVMV
[copying] FHIRFH | FHIRFHFHIRFHFHIRFHFHIRFH
[reversing] 4 9 0 1 6 4 7 7 1 | 1 7 7 4 6 1 0 9 4
[addition] 413 + 87 | 500
[sorting] 4 4 1 3 7 1 1 1 8 7 7 2 | 1 1 1 1 2 3 4 4 7 7 7 8
[reversing] 6 5 2 3 7 2 | 2 7 3 2 5 6
[relations] E677 is parent of E771. Who is the ancestor 1 of E771? | E677
[reversing] 9 0 6 0 2 3 5 5 | 5 5 3 2 0 6 0 9
[addition] 41 + 0 | 41
[reversing] 7 5 5 0 0 4 3 0 4 | 4 0 3 4 0 0 5 5 7
[sorting] 1 8 8 7 9 4 | 1 4 7 8 8 9
[addition] 953 + 856 | 1809
[sorting] 8 4 6 5 | 4 5 6 8
[reversing] 3 8 3 4 2 4 | 4 2 4 3 8 3
[sorting] 2 8 3 9 3 1 7 0 8 5 6 | 0 1 2 3 3 5 6 7 8 8 9
[reversing] 4 2 9 8 9 5 | 5 9 8 9 2 4
[sorting] 1 6 2 1 5 | 1 1 2 5 6
[sorting] 2 2 7 1 | 1 2 2 7
[reversing] 8 9 0 | 0 9 8
[copying] LAVWV | LAVWVLAVWVLAVWV
[addition] 199 + 415 | 614
[relations] E992 is parent of E444. E444 is parent of E931. Who is the ancestor 2 of E931? | E992
[copying] CWY | CWYCWYCWYCWY
[copying] FIKK | FIKKFIKK
[copying] VPYTX | VPYTXVPYTX
[reversing] 1 7 9 3 1 6 7 6 6 8 | 8 6 6 7 6 1 3 9 7 1
[addition] 213 + 568 | 781
[copying] IVPKQK | IVPKQKIVPKQKIVPKQKIVPKQK
[sorting] 4 2 1 1 6 4 3 5 6 8 3 | 1 1 2 3 3 4 4 5 6 6 8
[reversing] 0 4 5 5 2 3 7 8 | 8 7 3 2 5 5 4 0
[copying] OJKKOW | OJKKOWOJKKOW
[reversing] 4 3 1 3 0 | 0 3 1 3 4
[addition] 2 + 1 | 3
[relations] E611 is parent of E569. E569 is parent of E982. Who is the ancestor 2 of E982? | E611
[addition] 726 + 702 | 1428
[copying] NBFWJS | NBFWJSNBFWJSNBFWJSNBFWJS
[addition] 615 + 7 | 622
[reversing] 3 0 8 0 0 3 4 0 6 4 4 2 | 2 4 4 6 0 4 3 0 0 8 0 3
[addition] 23 + 5 | 28
[reversing] 7 6 3 6 4 9 9 9 | 9 9 9 4 6 3 6 7
[relations] E578 is parent of E575. E575 is parent of E543. Who is the ancestor 2 of E543? | E578
[sorting] 2 5 8 0 1 1 7 1 3 2 3 0 | 0 0 1 1 1 2 2 3 3 5 7 8
[sorting] 3 8 2 5 3 0 9 7 0 9 | 0 0 2 3 3 5 7 8 9 9
[copying] NPMY | NPMYNPMY
[addition] 50571 + 0 | 50571
[sorting] 7 8 9 3 8 0 2 1 4 3 4 | 0 1 2 3 3 4 4 7 8 8 9
[copying] UMKFPY | UMKFPYUMKFPYUMKFPY
[addition] 6 + 30 | 36
[copying] MKYZJI | MKYZJIMKYZJI
[addition] 992 + 82 | 1074
[copying] IPAM | IPAMIPAM
[addition] 12 + 31 | 43
[copying] EJQJ | EJQJEJQJ
[copying] JHVR | JHVRJHVR
[addition] 885 + 340 | 1225
[reversing] 7 2 9 1 8 6 | 6 8 1 9 2 7
[copying] UJHKZY | UJHKZYUJHKZYUJHKZY
[copying] RNJ | RNJRNJ
[reversing] 5 4 0 8 | 8 0 4 5
[sorting] 5 8 6 5 8 8 0 | 0 5 5 6 8 8 8
[reversing] 9 1 0 8 5 1 6 1 6 3 1 1 | 1 1 3 6 1 6 1 5 8 0 1 9
[reversing] 6 1 5 | 5 1 6
[relations] E764 is parent of E227. Who is the ancestor 1 of E227? | E764
[copying] MB | MBMB
[relations] E567 is parent of E137. E137 is parent of E698. Who is the ancestor 2 of E698? | E567
[addition] 539 + 6 | 545
[relations] E3 is parent of E438. Who is the ancestor 1 of E438? | E3
[sorting] 8 4 1 5 3 8 9 6 3 | 1 3 3 4 5 6 8 8 9
[addition] 107 + 8 | 115
[relations] E719 is parent of E85. E85 is parent of E655. Who is the ancestor 2 of E655? | E719
[copying] WB | WBWB
[relations] E375 is parent of E252. E252 is parent of E729. Who is the ancestor 2 of E729? | E375
[copying] FXLOSE | FXLOSEFXLOSEFXLOSEFXLOSE
[sorting] 1 0 1 8 1 1 8 | 0 1 1 1 1 8 8
[sorting] 4 6 4 7 4 | 4 4 4 6 7
[copying] SXL | SXLSXLSXLSXL
[reversing] 6 4 7 7 3 1 3 8 0 0 0 | 0 0 0 8 3 1 3 7 7 4 6
[relations] E310 is parent of E822. E822 is parent of E516. Who is the ancestor 2 of E516? | E310
[copying] YBUR | YBURYBURYBURYBUR
[addition] 3 + 173 | 176
[relations] E907 is parent of E320. E320 is parent of E546. Who is the ancestor 2 of E546? | E907
[sorting] 9 0 0 9 5 9 8 8 0 8 5 | 0 0 0 5 5 8 8 8 9 9 9
[relations] E383 is parent of E18. Who is the ancestor 1 of E18? | E383
[sorting] 1 8 6 9 4 6 0 3 0 2 0 0 | 0 0 0 0 1 2 3 4 6 6 8 9
[addition] 515 + 9 | 524
[addition] 93 + 93 | 186
[addition] 27 + 856 | 883
[reversing] 6 7 1 2 9 3 2 0 | 0 2 3 9 2 1 7 6
[sorting] 7 8 0 6 9 9 1 8 3 1 | 0 1 1 3 6 7 8 8 9 9
[copying] WYUF | WYUFWYUFWYUF
[addition] 76 + 5 | 81
[relations] E182 is parent of E222. E222 is parent of E260. Who is the ancestor 2 of E260? | E182
[reversing] 8 0 5 8 3 5 1 3 | 3 1 5 3 8 5 0 8
[copying] ZSFWHN | ZSFWHNZSFWHNZSFWHNZSFWHN
[copying] UJZ | UJZUJZUJZUJZ
[addition] 0 + 98 | 98
[copying] UA | UAUA
[reversing] 8 4 4 0 7 3 0 5 2 | 2 5 0 3 7 0 4 4 8
[addition] 61 + 1 | 62
[sorting] 3 3 5 7 4 4 6 2 9 3 3 | 2 3 3 3 3 4 4 5 6 7 9
[sorting] 1 7 4 7 1 7 5 8 | 1 1 4 5 7 7 7 8
[reversing] 5 0 2 2 3 | 3 2 2 0 5
[relations] E860 is parent of E92. Who is the ancestor 1 of E92? | E860
[sorting] 7 4 2 8 | 2 4 7 8
[sorting] 8 1 4 3 8 1 1 1 7 | 1 1 1 1 3 4 7 8 8
[addition] 666 + 4 | 670
[copying] RLSN | RLSNRLSNRLSNRLSN
[sorting] 6 6 8 7 1 7 6 8 4 6 2 1 | 1 1 2 4 6 6 6 6 7 7 8 8
[sorting] 2 9 1 6 0 7 9 6 1 7 5 | 0 1 1 2 5 6 6 7 7 9 9
[relations] E433 is parent of E3. E3 is parent of E405. Who is the ancestor 2 of E405? | E433
[copying] KGMN | KGMNKGMNKGMN
[addition] 201 + 8 | 209
[reversing] 2 0 8 7 4 8 1 6 | 6 1 8 4 7 8 0 2
[sorting] 6 4 7 8 | 4 6 7 8
[relations] E684 is parent of E116. E116 is parent of E678. Who is the ancestor 2 of E678? | E684
[relations] E340 is parent of E165. Who is the ancestor 1 of E165? | E340
[copying] YPX | YPXYPXYPX
[addition] 532 + 17 | 549
[reversing] 7 9 7 9 0 | 0 9 7 9 7
[sorting] 6 0 2 5 7 | 0 2 5 6 7
[relations] E194 is parent of E124. E124 is parent of E437. Who is the ancestor 2 of E437? | E194
[relations] E452 is parent of E960. E960 is parent of E995. Who is the ancestor 2 of E995? | E452
[sorting] 5 1 7 6 0 4 0 2 0 0 8 | 0 0 0 0 1 2 4 5 6 7 8
[reversing] 4 2 9 6 2 9 3 | 3 9 2 6 9 2 4
[copying] EN | ENEN
[sorting] 4 5 6 1 1 3 4 1 | 1 1 1 3 4 4 5 6
[reversing] 7 6 5 0 1 7 | 7 1 0 5 6 7
[relations] E969 is parent of E491. Who is the ancestor 1 of E491? | E969
[reversing] 4 4 3 3 7 6 2 3 | 3 2 6 7 3 3 4 4
[copying] HOVKB | HOVKBHOVKBHOVKB
[addition] 13 + 2 | 15
[relations] E3 is parent of E882. E882 is parent of E457. Who is the ancestor 2 of E457? | E3
[relations] E288 is parent of E953. Who is the ancestor 1 of E953? | E288
[copying] FWV | FWVFWVFWV
[copying] ZM | ZMZMZMZM
[copying] MW | MWMWMW
[relations] E392 is parent of E773. Who is the ancestor 1 of E773? | E392
[addition] 38 + 59 | 97
[addition] 432 + 282 | 714
[relations] E772 is parent of E824. E824 is parent of E285. Who is the ancestor 2 of E285? | E772
[reversing] 6 3 5 6 4 3 9 | 9 3 4 6 5 3 6
[sorting] 6 1 8 4 6 1 7 9 4 5 0 | 0 1 1 4 4 5 6 6 7 8 9
[reversing] 1 7 4 3 5 4 | 4 5 3 4 7 1
[relations] E571 is parent of E113. E113 is parent of E765. Who is the ancestor 2 of E765? | E571
[sorting] 0 1 9 0 3 6 | 0 0 1 3 6 9
[reversing] 0 8 0 | 0 8 0
[copying] UAF | UAFUAFUAF
[relations] E387 is parent of E961. Who is the ancestor 1 of E961? | E387
[reversing] 2 5 5 2 7 3 | 3 7 2 5 5 2
[reversing] 4 2 7 6 7 2 3 9 7 8 7 9 | 9 7 8 7 9 3 2 7 6 7 2 4
[sorting] 6 6 3 4 0 9 0 1 2 8 | 0 0 1 2 3 4 6 6 8 9
[relations] E961 is parent of E39. E39 is parent of E835. Who is the ancestor 2 of E835? | E961
[relations] E729 is parent of E958. E958 is parent of E773. Who is the ancestor 2 of E773? | E729
[sorting] 9 7 7 3 1 5 8 0 6 | 0 1 3 5 6 7 7 8 9
[sorting] 4 8 7 5 2 4 | 2 4 4 5 7 8
[reversing] 0 7 7 1 7 2 6 | 6 2 7 1 7 7 0
[relations] E12 is parent of E382. Who is the ancestor 1 of E382? | E12
[sorting] 4 0 3 4 4 6 7 4 6 | 0 3 4 4 4 4 6 6 7
[reversing] 5 0 8 6 9 6 5 6 1 8 0 9 | 9 0 8 1 6 5 6 9 6 8 0 5
[sorting] 5 3 6 2 9 8 3 0 9 | 0 2 3 3 5 6 8 9 9
[relations] E580 is parent of E106. Who is the ancestor 1 of E106? | E580
[copying] DBD | DBDDBDDBD
[sorting] 8 6 9 3 7 1 | 1 3 6 7 8 9
[relations] E591 is parent of E389. E389 is parent of E607. Who is the ancestor 2 of E607? | E591
[addition] 687 + 83 | 770
[copying] UANTWO | UANTWOUANTWOUANTWOUANTWO
[reversing] 8 4 5 6 8 3 2 5 6 | 6 5 2 3 8 6 5 4 8
[reversing] 3 9 9 8 8 1 8 7 0 7 2 7 | 7 2 7 0 7 8 1 8 8 9 9 3
[copying] ZJ | ZJZJZJZJ
[reversing] 3 3 1 2 | 2 1 3 3
[sorting] 5 0 1 2 0 7 8 | 0 0 1 2 5 7 8
[addition] 2 + 9 | 11
[sorting] 7 6 2 9 | 2 6 7 9
[copying] QZV | QZVQZVQZVQZV
[sorting] 5 6 8 9 5 5 9 8 | 5 5 5 6 8 8 9 9
[reversing] 4 8 0 8 4 | 4 8 0 8 4
[reversing] 0 0 6 9 8 0 6 6 8 5 9 8 | 8 9 5 8 6 6 0 8 9 6 0 0
[copying] QYVW | QYVWQYVWQYVWQYVW
[relations] E295 is parent of E674. Who is the ancestor 1 of E674? | E295
[sorting] 2 7 2 7 5 0 3 6 0 0 7 4 | 0 0 0 2 2 3 4 5 6 7 7 7
[relations] E810 is parent of E38. E38 is parent of E777. Who is the ancestor 2 of E777? | E810
[reversing] 5 8 4 9 | 9 4 8 5
[sorting] 5 1 4 7 | 1 4 5 7
[copying] CEX | CEXCEXCEX
[addition] 8 + 511 | 519
[addition] 6 + 80 | 86
[addition] 65 + 9 | 74
[reversing] 0 2 7 9 2 3 3 9 4 9 | 9 4 9 3 3 2 9 7 2 0
[sorting] 3 1 7 9 0 6 0 9 4 | 0 0 1 3 4 6 7 9 9
[sorting] 6 7 7 6 | 6 6 7 7
[copying] NE | NENE
[copying] JFDWUZ | JFDWUZJFDWUZJFDWUZJFDWUZ
[reversing] 6 8 7 | 7 8 6
[copying] VUIM | VUIMVUIM
[addition] 1 + 34 | 35
[relations] E316 is parent of E409. E409 is parent of E233. Who is the ancestor 2 of E233? | E316
[reversing] 3 9 2 0 2 6 1 2 7 8 6 | 6 8 7 2 1 6 2 0 2 9 3
[addition] 2 + 485 | 487
[sorting] 3 3 8 2 | 2 3 3 8
[reversing] 6 6 6 9 8 6 7 0 5 2 1 | 1 2 5 0 7 6 8 9 6 6 6
[copying] UR | URUR
[copying] BRTFA | BRTFABRTFABRTFABRTFA
[copying] ZQCWHK | ZQCWHKZQCWHKZQCWHK
[relations] E3 is parent of E665. E665 is parent of E832. Who is the ancestor 2 of E832? | E3
[copying] GCIS | GCISGCISGCISGCIS
[sorting] 0 3 7 7 9 5 4 8 8 2 | 0 2 3 4 5 7 7 8 8 9
[reversing] 5 9 3 4 4 4 9 | 9 4 4 4 3 9 5
[relations] E7 is parent of E807. Who is the ancestor 1 of E807? | E7
[relations] E531 is parent of E647. E647 is parent of E536. Who is the ancestor 2 of E536? | E531
[copying] JTIQJ | JTIQJJTIQJJTIQJJTIQJ
[reversing] 1 5 5 5 2 0 8 5 6 7 8 8 | 8 8 7 6 5 8 0 2 5 5 5 1
[sorting] 2 4 4 4 8 2 7 9 2 2 | 2 2 2 2 4 4 4 7 8 9
[sorting] 9 2 4 7 6 4 4 2 9 2 5 | 2 2 2 4 4 4 5 6 7 9 9
[copying] AF | AFAFAF
[sorting] 8 3 4 1 | 1 3 4 8
[copying] DI | DIDIDIDI
[sorting] 8 6 4 6 5 1 2 6 5 | 1 2 4 5 5 6 6 6 8
[addition] 6425 + 379 | 6804
[addition] 40 + 20 | 60
[addition] 13 + 0 | 13
[relations] E468 is parent of E647. Who is the ancestor 1 of E647? | E468
[sorting] 3 1 6 4 3 9 | 1 3 3 4 6 9
[relations] E801 is parent of E957. Who is the ancestor 1 of E957? | E801
[reversing] 2 9 0 6 | 6 0 9 2
[sorting] 9 8 9 6 | 6 8 9 9
[relations] E755 is parent of E659. Who is the ancestor 1 of E659? | E755
[reversing] 2 3 4 2 7 3 9 1 4 5 | 5 4 1 9 3 7 2 4 3 2
[addition] 1 + 27 | 28
[sorting] 7 0 8 7 9 1 | 0 1 7 7 8 9
[reversing] 3 1 0 5 | 5 0 1 3
[sorting] 6 9 2 0 8 2 1 0 2 6 2 2 | 0 0 1 2 2 2 2 2 6 6 8 9
[reversing] 0 4 2 1 7 2 8 9 0 7 6 | 6 7 0 9 8 2 7 1 2 4 0
[relations] E994 is parent of E868. E868 is parent of E251. Who is the ancestor 2 of E251? | E994
[addition] 781 + 1 | 782
[reversing] 9 0 5 9 | 9 5 0 9
[reversing] 3 7 0 6 0 | 0 6 0 7 3
[addition] 1 + 692 | 693
[reversing] 3 1 4 8 5 8 5 | 5 8 5 8 4 1 3
[copying] BKC | BKCBKCBKCBKC
[addition] 943 + 797 | 1740
[relations] E283 is parent of E681. Who is the ancestor 1 of E681? | E283
[copying] ZARJ | ZARJZARJ
[relations] E848 is parent of E269. E269 is parent of E544. Who is the ancestor 2 of E544? | E848
[reversing] 6 9 5 8 4 8 8 | 8 8 4 8 5 9 6
[relations] E978 is parent of E860. Who is the ancestor 1 of E860? | E978
[copying] QZ | QZQZQZ
[relations] E320 is parent of E379. E379 is parent of E501. Who is the ancestor 2 of E501? | E320
[reversing] 7 2 0 4 6 | 6 4 0 2 7
[reversing] 7 9 5 4 8 | 8 4 5 9 7
[sorting] 9 6 5 6 9 7 8 0 | 0 5 6 6 7 8 9 9
[relations] E362 is parent of E186. Who is the ancestor 1 of E186? | E362
[addition] 9 + 54 | 63
[copying] GXFIAR | GXFIARGXFIARGXFIARGXFIAR
[reversing] 0 2 4 | 4 2 0
[reversing] 6 5 9 3 5 5 8 0 5 9 8 | 8 9 5 0 8 5 5 3 9 5 6
[sorting] 6 9 0 7 2 3 | 0 2 3 6 7 9
[relations] E536 is parent of E767. Who is the ancestor 1 of E767? | E536
[reversing] 6 9 3 3 5 0 3 6 9 2 | 2 9 6 3 0 5 3 3 9 6
[addition] 60 + 64 | 124
[reversing] 0 2 8 | 8 2 0
[addition] 805 + 550 | 1355
[relations] E136 is parent of E137. E137 is parent of E171. Who is the ancestor 2 of E171? | E136
[reversing] 3 2 9 0 6 | 6 0 9 2 3
[addition] 123 + 90 | 213
[addition] 44 + 528 | 572
[relations] E604 is parent of E994. E994 is parent of E906. Who is the ancestor 2 of E906? | E604
[reversing] 3 0 6 4 8 0 6 0 6 | 6 0 6 0 8 4 6 0 3
[addition] 14 + 6 | 20
[copying] NFBRJC | NFBRJCNFBRJCNFBRJCNFBRJC
[copying] BVY | BVYBVYBVY
[copying] RYU | RYURYU
[addition] 185 + 1 | 186
[sorting] 3 7 9 5 2 1 5 | 1 2 3 5 5 7 9
[sorting] 8 7 7 7 4 9 3 4 8 | 3 4 4 7 7 7 8 8 9
[reversing] 5 4 4 2 0 9 1 0 | 0 1 9 0 2 4 4 5
[relations] E395 is parent of E335. E335 is parent of E908. Who is the ancestor 2 of E908? | E395
[addition] 0 + 345 | 345
[reversing] 9 6 4 3 7 4 4 9 4 6 4 2 | 2 4 6 4 9 4 4 7 3 4 6 9
[sorting] 8 4 7 8 7 | 4 7 7 8 8
[reversing] 6 4 7 5 3 1 6 3 0 | 0 3 6 1 3 5 7 4 6
[addition] 90 + 848 | 938
[relations] E319 is parent of E608. E608 is parent of E302. Who is the ancestor 2 of E302? | E319
[copying] NBJ | NBJNBJ
[addition] 7 + 542 | 549
[addition] 18 + 34 | 52
[reversing] 4 8 9 3 8 1 0 5 1 9 7 | 7 9 1 5 0 1 8 3 9 8 4
[copying] YOD | YODYODYODYOD
[relations] E977 is parent of E899. Who is the ancestor 1 of E899? | E977
[reversing] 8 0 6 0 3 | 3 0 6 0 8
[addition] 8770 + 39501 | 48271
[sorting] 1 4 4 9 | 1 4 4 9
[sorting] 1 3 4 4 | 1 3 4 4
[sorting] 9 1 4 2 1 0 8 8 1 1 4 | 0 1 1 1 1 2 4 4 8 8 9
[sorting] 4 1 7 6 8 | 1 4 6 7 8
[copying] WCGVM | WCGVMWCGVMWCGVM
[reversing] 2 7 5 9 | 9 5 7 2
[reversing] 1 3 4 9 1 | 1 9 4 3 1
[relations] E888 is parent of E582. E582 is parent of E91. Who is the ancestor 2 of E91? | E888
[reversing] 7 8 3 7 | 7 3 8 7
[reversing] 9 5 7 3 | 3 7 5 9
[reversing] 3 0 3 2 3 3 7 9 7 6 3 | 3 6 7 9 7 3 3 2 3 0 3
[addition] 10 + 0 | 10
[copying] QRCI | QRCIQRCI
[addition] 467 + 22 | 489
[relations] E57 is parent of E421. E421 is parent of E136. Who is the ancestor 2 of E136? | E57
[sorting] 4 5 4 1 0 4 | 0 1 4 4 4 5
[addition] 47811 + 58 | 47869
[relations] E180 is parent of E818. E818 is parent of E674. Who is the ancestor 2 of E674? | E180
[reversing] 8 3 2 7 6 7 7 0 9 1 8 9 | 9 8 1 9 0 7 7 6 7 2 3 8
[sorting] 0 7 5 2 9 8 5 | 0 2 5 5 7 8 9
[sorting] 6 4 8 5 6 5 3 | 3 4 5 5 6 6 8
[relations] E287 is parent of E62. E62 is parent of E791. Who is the ancestor 2 of E791? | E287
[addition] 227 + 735 | 962
[relations] E346 is parent of E844. Who is the ancestor 1 of E844? | E346
[relations] E534 is parent of E334. E334 is parent of E742. Who is the ancestor 2 of E742? | E534
[relations] E662 is parent of E909. Who is the ancestor 1 of E909? | E662
[relations] E767 is parent of E503. Who is the ancestor 1 of E503? | E767
[sorting] 7 0 5 2 4 | 0 2 4 5 7
[addition] 4 + 77 | 81
[sorting] 9 8 6 7 6 1 6 2 1 2 9 6 | 1 1 2 2 6 6 6 6 7 8 9 9
[addition] 543 + 40848 | 41391
[relations] E380 is parent of E506. Who is the ancestor 1 of E506? | E380
[relations] E914 is parent of E246. E246 is parent of E380. Who is the ancestor 2 of E380? | E914
[addition] 2 + 3 | 5
[reversing] 4 6 9 1 9 1 1 6 8 | 8 6 1 1 9 1 9 6 4
[addition] 4 + 43 | 47
[reversing] 6 6 9 3 7 5 3 6 8 | 8 6 3 5 7 3 9 6 6
[relations] E641 is parent of E26. E26 is parent of E861. Who is the ancestor 2 of E861? | E641
[addition] 176 + 5 | 181
[sorting] 3 1 1 4 7 0 1 0 | 0 0 1 1 1 3 4 7
[copying] GEYC | GEYCGEYCGEYC
[reversing] 2 2 2 3 | 3 2 2 2
[relations] E739 is parent of E716. E716 is parent of E675. Who is the ancestor 2 of E675? | E739
[relations] E771 is parent of E344. E344 is parent of E368. Who is the ancestor 2 of E368? | E771
[copying] MKSV | MKSVMKSVMKSV
[sorting] 9 7 3 3 6 3 3 2 | 2 3 3 3 3 6 7 9
[addition] 61 + 19 | 80
[relations] E204 is parent of E752. Who is the ancestor 1 of E752? | E204
[sorting] 6 5 5 9 8 6 7 2 0 6 | 0 2 5 5 6 6 6 7 8 9
[relations] E284 is parent of E405. Who is the ancestor 1 of E405? | E284
[addition] 56 + 0 | 56
[reversing] 5 5 3 7 4 4 2 9 0 1 7 | 7 1 0 9 2 4 4 7 3 5 5
[reversing] 7 4 4 2 2 5 2 3 3 1 3 9 | 9 3 1 3 3 2 5 2 2 4 4 7
[relations] E55 is parent of E477. Who is the ancestor 1 of E477? | E55
[reversing] 5 3 6 2 0 7 2 1 4 | 4 1 2 7 0 2 6 3 5
[sorting] 4 7 4 1 6 1 6 6 1 1 | 1 1 1 1 4 4 6 6 6 7
[sorting] 8 6 0 6 6 8 5 7 5 | 0 5 5 6 6 6 7 8 8
[sorting] 0 6 7 5 1 3 1 | 0 1 1 3 5 6 7
[relations] E183 is parent of E275. Who is the ancestor 1 of E275? | E183
[relations] E561 is parent of E508. E508 is parent of E47. Who is the ancestor 2 of E47? | E561
[addition] 72 + 757 | 829
[addition] 83 + 8 | 91
[sorting] 1 9 7 6 8 2 3 3 2 1 7 | 1 1 2 2 3 3 6 7 7 8 9
[relations] E668 is parent of E959. Who is the ancestor 1 of E959? | E668
[copying] YU | YUYUYUYU
[addition] 2 + 5 | 7
[reversing] 4 6 2 8 3 0 4 0 2 0 5 | 5 0 2 0 4 0 3 8 2 6 4
[sorting] 3 6 0 6 7 | 0 3 6 6 7
[relations] E619 is parent of E996. Who is the ancestor 1 of E996? | E619
[addition] 81 + 528 | 609
[copying] UMAWO | UMAWOUMAWOUMAWO
[copying] GISIR | GISIRGISIRGISIR
[addition] 677 + 4 | 681
[copying] WCC | WCCWCCWCCWCC
[reversing] 4 5 0 | 0 5 4
[addition] 8 + 91 | 99
[reversing] 5 9 0 4 0 0 9 7 9 3 | 3 9 7 9 0 0 4 0 9 5
[reversing] 4 4 4 9 1 4 9 0 4 6 | 6 4 0 9 4 1 9 4 4 4
[reversing] 5 7 4 4 1 | 1 4 4 7 5
[reversing] 0 0 8 1 9 3 6 7 4 0 | 0 4 7 6 3 9 1 8 0 0
[reversing] 5 7 3 6 | 6 3 7 5
[addition] 11 + 910 | 921
[relations] E751 is parent of E419. Who is the ancestor 1 of E419? | E751
[copying] DRBL | DRBLDRBL
[relations] E469 is parent of E795. Who is the ancestor 1 of E795? | E469
[reversing] 4 1 1 6 | 6 1 1 4
[reversing] 7 2 0 7 5 0 3 3 7 | 7 3 3 0 5 7 0 2 7
[sorting] 7 1 5 4 | 1 4 5 7
[addition] 658 + 37 | 695
[addition] 7 + 40 | 47
[relations] E863 is parent of E203. E203 is parent of E367. Who is the ancestor 2 of E367? | E863
[relations] E285 is parent of E473. E473 is parent of E222. Who is the ancestor 2 of E222? | E285
[addition] 2 + 152 | 154
[reversing] 5 6 8 3 7 7 8 9 8 2 8 9 | 9 8 2 8 9 8 7 7 3 8 6 5
[copying] UZUP | UZUPUZUPUZUPUZUP
[relations] E349 is parent of E218. E218 is parent of E615. Who is the ancestor 2 of E615? | E349
[relations] E419 is parent of E364. Who is the ancestor 1 of E364? | E419
[addition] 33 + 40 | 73
[sorting] 0 5 8 7 3 7 | 0 3 5 7 7 8
[relations] E954 is parent of E123. E123 is parent of E376. Who is the ancestor 2 of E376? | E954
[addition] 892 + 5 | 897
[reversing] 3 3 9 6 | 6 9 3 3
[sorting] 3 2 2 4 3 8 3 3 | 2 2 3 3 3 3 4 8
[sorting] 1 5 8 0 6 0 6 9 0 6 | 0 0 0 1 5 6 6 6 8 9
[copying] VZXA | VZXAVZXA
[addition] 259 + 91 | 350
[copying] JFABNZ | JFABNZJFABNZJFABNZ
[copying] OGB | OGBOGBOGB
[copying] LOBLFY | LOBLFYLOBLFY
[reversing] 2 1 7 2 | 2 7 1 2
[addition] 86 + 28 | 114
[relations] E761 is parent of E723. Who is the ancestor 1 of E723? | E761
[addition] 660 + 650 | 1310
[sorting] 8 0 4 4 9 8 5 0 6 | 0 0 4 4 5 6 8 8 9
[addition] 57 + 613 | 670
[relations] E870 is parent of E952. Who is the ancestor 1 of E952? | E870
